Numéro,Pokémon,Forme,Rouge,Bleu,Jaune,Or,Argent,Cristal,Rubis,Saphir,Émeraude,Rouge-Feu,Vert-Feuille,Diamant,Perle,Platine,Or HeartGold,Argent SoulSilver,Noire,Blanche,Noire 2,Blanche 2,X,Y,Rubis Omega,Saphir Alpha,Soleil,Lune,Ultra Soleil,Ultra Lune,Let's Go Evoli,Let's Go Pikachu,Épée,Bouclier,Diamant Étincelant,Perle Scintillante,Légendes Arceus,Écarlate,Violet,Légendes ZA
0385,Jirachi,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,,,Événement Nintendo,Événement Nintendo,"Offert par un Gentleman au sud-ouest de Floraville, (si le joueur possède une sauvegarde de Pokémon Épée et Bouclier dans sa console)","Offert par un Gentleman au sud-ouest de Floraville, (si le joueur possède une sauvegarde de Pokémon Épée et Bouclier dans sa console)",Incompatible,,,
0386,Deoxys,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Épisode Delta : Pilier Céleste,Épisode Delta : Pilier Céleste,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,,,Incompatible,Incompatible,Événement Nintendo,Événement Nintendo,Incompatible,,,
0386,Deoxys,Forme Attaque,,,,,,,Indisponible,Indisponible,Indisponible,Île Aurore,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0386,Deoxys,Forme Défense,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Île Aurore,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0386,Deoxys,Forme Vitesse,,,,,,,Indisponible,Indisponible,Île Aurore,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0387,Tortipouss,,,,,,,,,,,,,Pokémon de départ au Lac Vérité,Pokémon de départ au Lac Vérité,Pokémon de départ sur la Route 201,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,"Donné par le Professeur Seko après avoir vaincu la Ligue de Hoenn à Éternara deux fois (choix entre lui, Ouisticram et Tiplouf)","Donné par le Professeur Seko après avoir vaincu la Ligue de Hoenn à Éternara deux fois (choix entre lui, Ouisticram et Tiplouf)",Échange,Échange,Faire reproduire Boskara,Faire reproduire Boskara,,,Incompatible,Incompatible,"Donné au Lac Vérité (à choisir entre Ouisticram et Tiplouf), Grotte de la Prairie, Grotte de la Rivière, Caverne du Miroir d'Eau, Caverne Ensoleillée","Donné au Lac Vérité (à choisir entre Ouisticram et Tiplouf), Grotte de la Prairie, Grotte de la Rivière, Caverne du Miroir d'Eau, Caverne Ensoleillée",??,,,
0388,Boskara,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Échange,Échange,"Scanner des Îles : Mercredi, Jardin d'Ula-Ula","Scanner des Îles : Mercredi, Jardin d'Ula-Ula",,,Incompatible,Incompatible,Faire évoluer Tortipouss (Niveau 18),Faire évoluer Tortipouss (Niveau 18),??,,,
0389,Torterra,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Échange,Échange,Faire évoluer Boskara (niveau 32),Faire évoluer Boskara (niveau 32),,,Incompatible,Incompatible,Faire évoluer Boskara (Niveau 32),Faire évoluer Boskara (Niveau 32),??,,,
0390,Ouisticram,,,,,,,,,,,,,Pokémon de départ au Lac Vérité,Pokémon de départ au Lac Vérité,Pokémon de départ sur la Route 201,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,"Donné par le Professeur Seko après avoir vaincu la Ligue de Hoenn à Éternara deux fois (choix entre lui, Tortipouss et Tiplouf)","Donné par le Professeur Seko après avoir vaincu la Ligue de Hoenn à Éternara deux fois (choix entre lui, Tortipouss et Tiplouf)",Échange,Échange,Faire reproduire Chimpenfeu,Faire reproduire Chimpenfeu,,,Incompatible,Incompatible,"Donné au Lac Vérité (à choisir entre Tortipouss et Tiplouf), Grotte du Magma, Grotte des Sables Ardents, Caverne Typhlosion","Donné au Lac Vérité (à choisir entre Tortipouss et Tiplouf), Grotte du Magma, Grotte des Sables Ardents, Caverne Typhlosion",??,,,
0391,Chimpenfeu,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Échange,Échange,"Scanner des Îles : Vendredi, Route 11","Scanner des Îles : Vendredi, Route 11",,,Incompatible,Incompatible,Faire évoluer Ouisticram (Niveau 14),Faire évoluer Ouisticram (Niveau 14),??,,,
0392,Simiabraz,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Échange,Échange,Faire évoluer Chimpenfeu (niveau 36),Faire évoluer Chimpenfeu (niveau 36),,,Incompatible,Incompatible,Faire évoluer Chimpenfeu (Niveau 36),Faire évoluer Chimpenfeu (Niveau 36),??,,,
0393,Tiplouf,,,,,,,,,,,,,Pokémon de départ au Lac Vérité,Pokémon de départ au Lac Vérité,Pokémon de départ sur la Route 201,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,"Donné par le Professeur Seko après avoir vaincu la Ligue de Hoenn à Éternara deux fois (choix entre lui, Tortipouss et Ouisticram)","Donné par le Professeur Seko après avoir vaincu la Ligue de Hoenn à Éternara deux fois (choix entre lui, Tortipouss et Ouisticram)",Échange,Échange,Faire reproduire Prinplouf,Faire reproduire Prinplouf,,,Incompatible,Incompatible,"Donné au Lac Vérité (à choisir entre Tortipouss et Ouisticram), Grotte des Eaux Souterraines, Grotte de la Rivière, Caverne du Miroir d'Eau","Donné au Lac Vérité (à choisir entre Tortipouss et Ouisticram), Grotte des Eaux Souterraines, Grotte de la Rivière, Caverne du Miroir d'Eau",??,,,
0394,Prinplouf,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Échange,Échange,"Scanner des Îles : Mardi, Route 16","Scanner des Îles : Mardi, Route 16",,,Incompatible,Incompatible,Faire évoluer Tiplouf (Niveau 16),Faire évoluer Tiplouf (Niveau 16),??,,,
0395,Pingoléon,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Échange,Échange,Faire évoluer Prinplouf (niveau 36),Faire évoluer Prinplouf (niveau 36),,,Incompatible,Incompatible,Faire évoluer Prinplouf (Niveau 36),Faire évoluer Prinplouf (Niveau 36),??,,,
0396,Étourmi,Mâle,,,,,,,,,,,,"Route 201, Route 202, Route 203, Route 204, Route 209, Route 212, Grand Marais, Lac Vérité","Route 201, Route 202, Route 203, Route 204, Route 209, Route 212, Grand Marais, Lac Vérité","Route 201, Route 202, Route 203, Route 204, Lac Vérité","Argenta (Coup d'Boule, Arbres rares)","Argenta (Coup d'Boule, Arbres rares)",Indisponible,Forêt Blanche (avec Carlos dans la forêt),Indisponible,Indisponible,Route 11 (Horde),Route 11 (Horde),Indisponible,Indisponible,Faire reproduire Étourvol,Faire reproduire Étourvol,Échange,Échange,,,Incompatible,Incompatible,"Route 201, Route 202, Route 203, Route 204, Route 209, Route 212, Grand Marais, Lac Vérité","Route 201, Route 202, Route 203, Route 204, Route 209, Route 212, Grand Marais, Lac Vérité",??,,,
0396,Étourmi,Femelle,,,,,,,,,,,,"Route 201, Route 202, Route 203, Route 204, Route 209, Route 212, Grand Marais, Lac Vérité","Route 201, Route 202, Route 203, Route 204, Route 209, Route 212, Grand Marais, Lac Vérité","Route 201, Route 202, Route 203, Route 204, Lac Vérité","Argenta (Coup d'Boule, Arbres rares)","Argenta (Coup d'Boule, Arbres rares)",Indisponible,Forêt Blanche (avec Carlos dans la forêt),Indisponible,Indisponible,Route 11 (Horde),Route 11 (Horde),Indisponible,Indisponible,,,,,,,,,,,,,,
0397,Étourvol,Mâle,,,,,,,,,,,,"Route 209, Route 212, Lac Vérité (Insertion Emeraude, Rouge-Feu, Vert-Feuille), Lac Courage, Manoir Pokémon, Source Adieu","Route 209, Route 212, Lac Vérité (Insertion Emeraude, Rouge-Feu, Vert-Feuille), Lac Courage, Manoir Pokémon, Source Adieu","Route 209, Route 210, Route 212, Route 215, Lac Courage, Manoir Pokémon, Source Adieu",Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Route 11,Route 11,Indisponible,Indisponible,"Scanner des Îles : Jeudi, Route 10","Scanner des Îles : Jeudi, Route 10",Échange,Échange,,,Incompatible,Incompatible,"Route 209, Route 212, Lac Courage, Rive du Lac Courage, Jardin Trophée, Grand Marais, Source Adieu","Route 209, Route 212, Lac Courage, Rive du Lac Courage, Jardin Trophée, Grand Marais, Source Adieu",??,,,
0397,Étourvol,Femelle,,,,,,,,,,,,"Route 209, Route 212, Lac Vérité (Insertion Emeraude, Rouge-Feu, Vert-Feuille), Lac Courage, Manoir Pokémon, Source Adieu","Route 209, Route 212, Lac Vérité (Insertion Emeraude, Rouge-Feu, Vert-Feuille), Lac Courage, Manoir Pokémon, Source Adieu","Route 209, Route 210, Route 212, Route 215, Lac Courage, Manoir Pokémon, Source Adieu",Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Route 11,Route 11,Indisponible,Indisponible,,,,,,,,,,,,,,
0398,Étouraptor,Mâle,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Faire évoluer Étourvol (niveau 34),Faire évoluer Étourvol (niveau 34),Échange,Échange,,,Incompatible,Incompatible,Faire évoluer Étourvol (Niveau 34),Faire évoluer Étourvol (Niveau 34),??,,,
0398,Étouraptor,Femelle,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0399,Keunotor,Mâle,,,,,,,,,,,,"Route 201, Route 202, Route 203, Route 204, Route 205, Route 208, Route 211, Grand MaraisDP Lac Vérité, Les Éoliennes","Route 201, Route 202, Route 203, Route 204, Route 205, Route 208, Route 211, Grand MaraisDP Lac Vérité, Les Éoliennes","Route 201, Route 202, Route 203, Route 204, Route 205, Route 208, Route 211, Grand MaraisDP Lac Vérité","Route 4, Route 6, Route 9, Route 10, Route 13, Chenal 21, Route 22, Route 24, Route 25, Route 28, Route 30, Route 31, Route 32, Route 34, Route 35, Route 42, Route 43, Route 44, Route 45, Route 47, Ruines d'Alpha, Mont Argenté, Pokéwalker (Plaine Sinnoh) (Son Sinnoh, le Jeudi)","Route 4, Route 6, Route 9, Route 10, Route 13, Chenal 21, Route 22, Route 24, Route 25, Route 28, Route 30, Route 31, Route 32, Route 34, Route 35, Route 42, Route 43, Route 44, Route 45, Route 47, Ruines d'Alpha, Mont Argenté, Pokéwalker (Plaine Sinnoh) (Son Sinnoh, le Jeudi)",Indisponible,Indisponible,Indisponible,Indisponible,"Route 22 (Hautes Herbes), Route 3","Route 22 (Hautes Herbes), Route 3",Indisponible,Indisponible,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,,,Incompatible,Incompatible,"Route 201, Route 202, Route 203, Route 204, Route 205, Route 208, Route 211, Grand Marais, Lac Vérité, Parc Éolien, Grotte Spacieuse, Grotte de la Prairie, Grotte des Eaux Souterraines, Grotte de la Rivière, Caverne du Miroir d'Eau, Caverne Ensoleillée","Route 201, Route 202, Route 203, Route 204, Route 205, Route 208, Route 211, Grand Marais, Lac Vérité, Parc Éolien, Grotte Spacieuse, Grotte de la Prairie, Grotte des Eaux Souterraines, Grotte de la Rivière, Caverne du Miroir d'Eau, Caverne Ensoleillée",??,,,
0399,Keunotor,Femelle,,,,,,,,,,,,"Route 201, Route 202, Route 203, Route 204, Route 205, Route 208, Route 211, Grand MaraisDP Lac Vérité, Les Éoliennes","Route 201, Route 202, Route 203, Route 204, Route 205, Route 208, Route 211, Grand MaraisDP Lac Vérité, Les Éoliennes","Route 201, Route 202, Route 203, Route 204, Route 205, Route 208, Route 211, Grand MaraisDP Lac Vérité","Route 4, Route 6, Route 9, Route 10, Route 13, Chenal 21, Route 22, Route 24, Route 25, Route 28, Route 30, Route 31, Route 32, Route 34, Route 35, Route 42, Route 43, Route 44, Route 45, Route 47, Ruines d'Alpha, Mont Argenté, Pokéwalker (Plaine Sinnoh) (Son Sinnoh, le Jeudi)","Route 4, Route 6, Route 9, Route 10, Route 13, Chenal 21, Route 22, Route 24, Route 25, Route 28, Route 30, Route 31, Route 32, Route 34, Route 35, Route 42, Route 43, Route 44, Route 45, Route 47, Ruines d'Alpha, Mont Argenté, Pokéwalker (Plaine Sinnoh) (Son Sinnoh, le Jeudi)",Indisponible,Indisponible,Indisponible,Indisponible,"Route 22 (Hautes Herbes), Route 3","Route 22 (Hautes Herbes), Route 3",Indisponible,Indisponible,,,,,,,,,,,,,,
0400,Castorno,Mâle,,,,,,,,,,,,"Route 208, Route 209, Route 210, Route 212, Grand Marais, Lac Courage, Lac Savoir, Rive Lac Courage, Source Adieu","Route 208, Route 209, Route 210, Route 212, Grand Marais, Lac Courage, Lac Savoir, Rive Lac Courage, Source Adieu","Route 208, Route 209, Route 210, Grand Marais, Lac Courage, Lac Savoir, Rive Lac Courage, Source Adieu",Pokéwalker (Grande Forêt),Pokéwalker (Grande Forêt),Pont du Hameau,Pont du Hameau,Trouée Cachée (Route 3),Trouée Cachée (Route 3),Route 22 (Fleurs),Route 22 (Fleurs),Indisponible,Indisponible,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,,,Incompatible,Incompatible,"Route 208, Route 209, Route 210, Route 212, Grand Marais, Lac Courage, Lac Savoir, Rive Lac Courage, Source Adieu, Grotte Spacieuse, Grotte de la Prairie, Grotte des Eaux Souterraines, Grotte de la Rivière, Caverne du Miroir d'Eau, Caverne Ensoleillée","Route 208, Route 209, Route 210, Route 212, Grand Marais, Lac Courage, Lac Savoir, Rive Lac Courage, Source Adieu, Grotte Spacieuse, Grotte de la Prairie, Grotte des Eaux Souterraines, Grotte de la Rivière, Caverne du Miroir d'Eau, Caverne Ensoleillée",??,,,
0400,Castorno,Femelle,,,,,,,,,,,,"Route 208, Route 209, Route 210, Route 212, Grand Marais, Lac Courage, Lac Savoir, Rive Lac Courage, Source Adieu","Route 208, Route 209, Route 210, Route 212, Grand Marais, Lac Courage, Lac Savoir, Rive Lac Courage, Source Adieu","Route 208, Route 209, Route 210, Grand Marais, Lac Courage, Lac Savoir, Rive Lac Courage, Source Adieu",Pokéwalker (Grande Forêt),Pokéwalker (Grande Forêt),Pont du Hameau,Pont du Hameau,Trouée Cachée (Route 3),Trouée Cachée (Route 3),Route 22 (Fleurs),Route 22 (Fleurs),Indisponible,Indisponible,,,,,,,,,,,,,,
0401,Crikzik,Mâle,,,,,,,,,,,,"Route 202, Route 203, Route 204, Route 205, Route 206, Route 207","Route 202, Route 203, Route 204, Route 205, Route 206, Route 207","Route 201, Route 202, Route 203, Route 204, Route 205, Route 207, Forêt Vestigion (Matin et Nuit)","Forêt de Jade (Essaim), Concours de Capture d'insecte (Pokédex National Jeudi et Samedi), Pokéwalker (Plaine Sinnoh)","Forêt de Jade (Essaim), Concours de Capture d'insecte (Pokédex National Jeudi et Samedi), Pokéwalker (Plaine Sinnoh)",Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,,,Incompatible,Incompatible,"Route 202, Route 203, Route 204, Route 206, Route 207, Grotte Spacieuse, Grotte de la Prairie, Grotte de la Rivière, Caverne du Miroir d'Eau, Caverne Ensoleillée","Route 202, Route 203, Route 204, Route 206, Route 207, Grotte Spacieuse, Grotte de la Prairie, Grotte de la Rivière, Caverne du Miroir d'Eau, Caverne Ensoleillée",??,,,
0401,Crikzik,Femelle,,,,,,,,,,,,"Route 202, Route 203, Route 204, Route 205, Route 206, Route 207","Route 202, Route 203, Route 204, Route 205, Route 206, Route 207","Route 201, Route 202, Route 203, Route 204, Route 205, Route 207, Forêt Vestigion (Matin et Nuit)","Forêt de Jade (Essaim), Concours de Capture d'insecte (Pokédex National Jeudi et Samedi), Pokéwalker (Plaine Sinnoh)","Forêt de Jade (Essaim), Concours de Capture d'insecte (Pokédex National Jeudi et Samedi), Pokéwalker (Plaine Sinnoh)",Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0402,Mélokrik,Mâle,,,,,,,,,,,,"Route 206, Route 210, Route 212, Route 214, Route 215, Rive Lac Courage, Manoir Pokémon","Route 206, Route 210, Route 212, Route 214, Route 215, Rive Lac Courage, Manoir Pokémon","Route 206, Rive Lac Courage, Manoir Pokémon",Concours de Capture d'insecte (Pokédex National Jeudi et Samedi),Concours de Capture d'insecte (Pokédex National Jeudi et Samedi),Vestiges du Rêve (Herbes sombres),Vestiges du Rêve (Herbes sombres),Indisponible,Indisponible,Indisponible,Indisponible,"Mont Mirage (Ouest de la Route 104, Nord de Nénucrique, Sud du Chenal 131, Nord-ouest de la Grotte Tréfonds), Forêt Mirage (Nord de la Route 111)","Mont Mirage (Ouest de la Route 104, Nord de Nénucrique, Sud du Chenal 131, Nord-ouest de la Grotte Tréfonds), Forêt Mirage (Nord de la Route 111)",À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,,,Incompatible,Incompatible,"Route 206, Route 210, Route 212, Route 214, Route 215, Rive Lac Courage, Jardin Trophée","Route 206, Route 210, Route 212, Route 214, Route 215, Rive Lac Courage, Jardin Trophée",??,,,
0402,Mélokrik,Femelle,,,,,,,,,,,,"Route 206, Route 210, Route 212, Route 214, Route 215, Rive Lac Courage, Manoir Pokémon","Route 206, Route 210, Route 212, Route 214, Route 215, Rive Lac Courage, Manoir Pokémon","Route 206, Rive Lac Courage, Manoir Pokémon",Concours de Capture d'insecte (Pokédex National Jeudi et Samedi),Concours de Capture d'insecte (Pokédex National Jeudi et Samedi),Vestiges du Rêve (Herbes sombres),Vestiges du Rêve (Herbes sombres),Indisponible,Indisponible,Indisponible,Indisponible,"Mont Mirage (Ouest de la Route 104, Nord de Nénucrique, Sud du Chenal 131, Nord-ouest de la Grotte Tréfonds), Forêt Mirage (Nord de la Route 111)","Mont Mirage (Ouest de la Route 104, Nord de Nénucrique, Sud du Chenal 131, Nord-ouest de la Grotte Tréfonds), Forêt Mirage (Nord de la Route 111)",,,,,,,,,,,,,,
